1,1278947.837,198278.9673
2,1278506.342,198561.1829
3,1278562.369,198999.2692
4,1278817.063,197898.2179
5,1278433.936,198126.4528
6,1278011.692,198373.6377
7,1278062.884,198825.0897
8,1278145.246,199226.791
9,1277713.902,199442.4628
10,1277762.051,199739.4982
11,1277431.838,199942.5316
12,1277512.409,200232.4623
13,1277658.286,197948.5121
14,1277398.1,198253.4026
15,1277555.111,198627.1761
16,1277626.212,199067.9997
17,1277185.388,199288.4115
18,1277282.559,199632.0644
19,1276853.585,199802.7058
20,1276991.047,200125.0284
21,1277168.798,200449.7211
22,1277245.033,200760.0927
23,1277656.992,206862.952
24,1277725.059,207294.254
25,1269381.48,195171.3683
26,1269619.941,195655.2291
27,1270945.643,197760.4347
28,1271295.182,197394.6411
29,1271618.248,197185.2262
30,1271805.899,197505.8008
31,1277150.208,197986.1326
32,1276973.703,198463.01
33,1277100.067,198871.2881
34,1276701.904,199082.2198
35,1276763.525,199470.903
36,1276339.291,199639.1744
37,1276419.841,199975.7001
38,1276554.932,200312.2429
39,1276732.714,200655.9128
40,1276887.654,200992.3798
41,1276913.23,201325.7373
42,1276495.712,201471.1995
43,1276573.114,201845.3582
44,1276194.364,202027.2725
45,1277303.865,205846.6755
46,1277276.767,206396.6705
47,1277221.457,206967.6016
48,1277222.238,207528.4222
49,1277380.116,208046.2603
50,1277678.302,208509.7659
51,1277591.909,209318.1952
52,1277885.886,209785.7987
53,1278090.826,210305.4254
54,1268790.15,195626.006
55,1269251.526,196074.0572
56,1269430.037,196512.7077
57,1270650.623,198114.7674
58,1270808.383,198504.2762
59,1271030.607,198340.1213
60,1271201.603,198095.8945
61,1271494.785,197812.0373
62,1271731.174,198071.6355
63,1271980.11,197841.5075
64,1277062.096,197750.7782
65,1276604.951,198666.5094
66,1276216.268,198867.9611
67,1276289.521,199264.7114
68,1275833.868,199397.1637
69,1275888.987,199807.4458
70,1275990.868,200153.4516
71,1276123.588,200489.9943
72,1276275.301,200876.3246
73,1276472.802,201142.5568
74,1275801.297,201120.4366
75,1275981.418,201592.0705
76,1275533.484,201769.822
77,1275722.489,202210.4459
78,1275816.924,202564.0527
79,1276732.654,203926.829
80,1276803.794,204425.8403
81,1276751.958,206099.9266
82,1276695.765,206677.354
83,1276671.607,207280.8747
84,1276741.82,207842.0991
85,1276947.261,208377.0163
86,1277246.037,208871.4196
87,1276816.514,209314.6383
88,1277136.631,209777.0298
89,1277443.738,210258.3289
90,1277659.974,210829.4284
91,1268275.211,195967.5415
92,1268586.158,196405.9266
93,1268931.966,196892.6719
94,1269006.586,197359.4788
95,1268733.944,197823.673
96,1269197.888,197792.3823
97,1269501.426,198123.4262
98,1269788.388,198500.5551
99,1270110.736,198785.6764
100,1270357.899,198456.6589
101,1270559.31,198789.9693
102,1270681.749,199064.94
103,1270915.977,198984.6228
104,1271026.872,198733.0243
105,1271251.184,198494.4637
106,1271487.464,198276.9013
107,1271645.808,198464.8725
108,1275009.395,198342.0684
109,1275339.516,198161.9622
110,1275685.608,198235.5855
111,1275713.852,197947.7502
112,1275987.607,198242.6016
113,1276112.857,198489.942
114,1275735.769,198583.7947
115,1275784.93,198969.8392
116,1275363.184,198876.2261
117,1275378.507,199329.5904
118,1275303.78,199635.5911
119,1275436.512,199934.5039
120,1275559.555,200314.63
121,1275682.796,200689.0931
122,1275258.747,200859.5102
123,1275365.398,201302.7039
124,1274886.168,201357.4432
125,1274879.178,201731.6532
126,1275091.932,202033.8928
127,1275247.406,202459.2798
128,1275459.99,202838.2958
129,1275746.302,203233.334
130,1275986.053,203651.3137
131,1276152.767,204109.7754
132,1276254.31,204625.7825
133,1276263.614,205194.0522
134,1276235.826,205782.311
135,1276186.029,206347.8514
136,1276122.926,206984.8963
137,1276145.025,207656.736
138,1276282.209,208239.7136
139,1276519.761,208794.99
140,1276107.178,209240.2823
141,1276385.78,209746.3221
142,1276680.72,210238.3544
143,1276983.686,210762.2795
144,1277218.439,211317.1493
145,1268013.928,196766.9947
146,1268229.465,197273.6203
147,1268432.344,197758.3573
148,1267959.335,198312.8768
149,1268168.463,198575.4788
150,1268661.946,198186.6884
151,1269023.475,198487.5809
152,1269174.517,198825.0311
153,1269366.705,199105.1826
154,1269629.518,198873.0633
155,1269892.446,199094.2974
156,1270128.637,199331.4517
157,1270407.511,199198.5165
158,1270352.196,198979.9791
159,1270585.885,199346.7523
160,1270813.468,199196.8367
161,1270917.124,199237.4344
162,1271104.088,199083.4714
163,1271085.316,199002.4197
164,1271230.176,198838.2313
165,1271435.976,198649.9851
166,1274604.247,198511.4811
167,1274968.977,198690.8085
168,1275348.17,198489.7723
169,1274952.176,199111.1186
170,1274931.85,199553.8093
171,1274993.457,199990.9256
172,1275136.615,200422.5297
173,1274838.32,200530.464
174,1274844.022,200904.2348
175,1274383.739,200874.9764
176,1274362.061,201305.6156
177,1274301.214,201595.1296
178,1274489.292,201888.7074
179,1274643.605,202315.6244
180,1274807.1,202728.9327
181,1275021.598,203127.9791
182,1275243.551,203523.7601
183,1275448.224,203920.3184
184,1275609.136,204374.3423
185,1275718.4,204872.4129
186,1275779.062,205390.1396
187,1275736.68,205941.1305
188,1275651.315,206524.4552
189,1275628.523,207173.4098
190,1275598.883,207638.1726
191,1275743.1,208037.3197
192,1275880.016,208671.9645
193,1275626.982,208892.6812
194,1275543.88,209281.977
195,1275818.667,209675.2522
196,1276042.489,210151.7046
197,1276305.525,210656.1187
198,1276565.201,211206.5746
199,1276803.373,211721.4484
200,1276512.626,212170.7281
201,1276765.837,212638.4168
202,1276981.268,212971.6743
203,1276957.434,213277.466
204,1277102.531,213699.1362
205,1276911.347,213948.2573
206,1276810.798,214313.2345
207,1277053.164,214641.1826
208,1267635.27,197615.8597
209,1267664.814,198050.2123
210,1267157.095,198481.7714
211,1267491.742,198901.485
212,1267761.133,199122.3841
213,1268188.696,199242.3759
214,1268554.539,198802.8762
215,1268872.248,199112.3233
216,1269090.044,199480.6573
217,1269263.836,199818.0379
218,1269518.824,199531.3997
219,1269829.175,199413.3139
220,1269923.522,199697.7812
221,1270211.539,199582.8934
222,1270427.123,199489.9455
223,1270498.741,199569.6737
224,1270723.772,199396.6584
225,1270829.15,199473.5417
226,1271000.607,199336.2536
227,1271158.605,199175.6028
228,1271329.207,199017.5004
229,1271291.9,198928.8099
230,1274583.103,198888.8289
231,1274539.704,199353.5661
232,1274416.693,199688.6906
233,1274493.041,200011.0497
234,1274468.713,200434.7442
235,1273924.9,200431.3148
236,1273889.725,200852.6231
237,1273861.756,201243.5499
238,1273895.791,201599.979
239,1274024.237,202003.2291
240,1274178.985,202414.2851
241,1274229.588,202757.8424
242,1274452.581,203056.7225
243,1274650.546,203467.2222
244,1274832.643,203862.737
245,1275016.293,204262.3361
246,1275173.513,204703.8749
247,1275293.949,205180.815
248,1275426.151,205702.5632
249,1275137.279,206049.1225
250,1275282.524,206533.0396
251,1274976.801,206627.3254
252,1275137.44,207138.7175
253,1275079.581,207640.0303
254,1275365.295,207927.5116
255,1275528.518,208255.5592
256,1275428.363,208600.6658
257,1275167.481,208814.5257
258,1275220.746,209155.9531
259,1275147.944,209477.6982
260,1275400.92,209679.0231
261,1275620.812,209934.1905
262,1275579.724,210240.2273
263,1275826.72,210411.5166
264,1275806.066,210747.7736
265,1276064.835,210926.4024
266,1275984.268,211271.1372
267,1276264.67,211441.9702
268,1276192.695,211825.7063
269,1276063.041,212248.8632
270,1276315.347,212611.963
271,1276533.786,213051.4878
272,1276740.371,213372.1404
273,1276660.98,213698.2311
274,1276526.232,213925.5706
275,1276538.38,214160.6106
276,1276487.867,214408.8511
277,1276609.021,214585.0066
278,1276672.687,214847.7268
279,1276864.512,214986.0777
280,1266599.392,199075.6689
281,1266954.399,199417.473
282,1267073.625,199852.9138
283,1267557.091,199678.498
284,1268025.983,199740.2503
285,1268378.368,199838.3121
286,1268571.21,199504.9722
287,1268841.992,199819.123
288,1269007.126,200060.1881
289,1269071.775,200185.9145
290,1269384.442,200059.523
291,1269397.639,199971.975
292,1269626.041,199819.8088
293,1269679.057,199940.4288
294,1269957.831,199827.7377
295,1270238.818,199714.1523
296,1270262.61,199815.2051
297,1270481.919,199733.268
298,1270536.449,199604.0821
299,1270702.551,199600.9499
300,1270875.228,199647.2159
301,1271044.49,199578.787
302,1271147.263,199470.8658
303,1271276.853,199345.836
304,1271427.137,199154.1773
305,1273454.45,199047.3206
306,1273827.939,198965.3052
307,1274191.332,199061.8531
308,1273942.549,199307.9535
309,1274034.236,199662.6351
